,NN,NNS,JJ,VB,VBD,VBG,VBN,VBP,VBZ,total-frequency,is_excluded,wikipedia2-frequency,aonewsela-frequency,wikipedia1-frequency,aochildes-frequency,wikipedia3-frequency
ament,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
estim,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ception,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
Í,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
unemploy,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
napole,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
expans,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
asion,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
olith,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
vacc,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
icate,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
promin,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
Äģ,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
godd,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ogue,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
enorm,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
unsu,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
reconst,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
iration,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ucle,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
leban,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
manif,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ierra,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
orted,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ulating,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ighter,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
consequ,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
consid,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
pped,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
pread,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ruption,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
recomm,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
iation,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ordin,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
contribut,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ither,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
gosp,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ement,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
manip,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
remem,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
enl,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
enem,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
pective,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
accompl,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ilar,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ternal,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ribute,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
bacter,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
iverse,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
outbre,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
eru,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
º,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
arrang,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ises,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ratic,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
conver,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ctors,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
oked,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
Ī,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ensions,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
beaut,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ruary,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ķ,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
contem,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
telecommun,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
iami,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ivered,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ecially,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
syll,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
byzant,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
sympt,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
desp,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
È,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
prote,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
vacu,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ribution,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
secut,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
strugg,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
iance,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
veloc,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
somet,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
sulf,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
cles,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
accur,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
eline,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
advant,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
concer,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
purch,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
simultane,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
compar,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
erved,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
territ,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ographic,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
glac,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
imore,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ensity,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
emot,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
complic,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
Ã¤,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
deriv,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
eless,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
iel,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
predecess,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
symp,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
enth,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
antib,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
itzer,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ylvania,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
exped,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ested,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
orph,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ommun,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ility,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
itarian,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
illust,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
collabor,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
deliber,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
congreg,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
behavi,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ancing,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
sey,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ental,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
commem,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
phenomen,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
emper,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
inois,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
condem,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
mitted,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
commonwe,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
icide,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
motiv,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
</s>,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
displ,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
helic,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
encies,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
theod,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ables,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
horiz,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
Ã¨,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
romagn,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
clus,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
treas,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
symmet,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ords,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
Ŀ,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
Â£,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
withd,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ript,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
odox,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ography,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
commerc,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
discip,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
verage,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ologists,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
referen,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
datab,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
âĢ¦,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ression,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
triang,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
cript,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
conj,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
theless,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
benef,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
wed,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
anced,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
asing,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ony,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
instit,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
fect,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
compr,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
oured,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
orche,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
illed,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
encoura,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
usal,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
icles,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
mississipp,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ctions,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ellig,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
clim,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
aked,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
assemb,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
inj,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
migr,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
itions,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
tles,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ctor,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
submar,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ience,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
conclud,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
Ĉ,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
landsc,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
",""",0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
incor,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
oted,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
predomin,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
inces,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ential,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
forg,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
atherine,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
uated,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
umin,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
riers,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
imal,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
xic,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
anium,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
rier,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ument,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
fict,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
strateg,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
optim,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
sout,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
iments,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
cription,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
negot,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
swit,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
Ń,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
uable,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
twel,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
frequ,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
Ĭ,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ily,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
tobac,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
astronom,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
uten,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
osexual,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
parli,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
satisf,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
femin,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
inse,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
anarch,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ologist,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
newsp,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ixon,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
vit,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
riage,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
abst,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
resour,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
lingu,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
sacr,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
minnes,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
indu,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
Ò,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
uras,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ropol,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
lish,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
haust,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
hawai,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
myster,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
heast,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ivals,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ysis,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
citiz,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
portug,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ired,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ailand,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
recru,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
mamm,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ounder,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
osition,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
inth,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
igation,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
urally,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
Ã©,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
serv,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
imately,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ances,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
gonna,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
advis,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
Ç,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
assass,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
comput,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
istic,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
cogn,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
promot,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
nurs,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
oxid,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
orial,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
nament,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
urt,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
licens,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
iring,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
twent,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
veget,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
pregn,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
erest,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
emphas,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
hed,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
jord,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
disapp,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
gment,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
asons,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
semb,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
denomin,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
disput,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ighth,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ructure,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
achus,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
overse,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
surv,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
uth,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
Ģ,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
issions,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
gments,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
doub,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
reprodu,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
forb,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
iew,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
incorpor,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
heastern,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
matthe,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ributed,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
aint,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
olic,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
jurisd,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
tery,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
propos,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
charl,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
trib,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
electromagn,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
etary,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
fertil,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
otype,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
igan,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
idge,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
uge,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
integr,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
intermed,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
antly,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
upd,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ive,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ences,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
purp,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ific,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
absor,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
particip,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
itude,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
cant,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ases,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
Į,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
verty,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
gener,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
peop,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
Ĺ,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
thous,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
enses,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ilities,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
affil,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
Ĵ,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
Ã¶,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
itation,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
Ì,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
suff,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
yth,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ulous,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
roit,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
abil,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
agricult,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
arent,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
itive,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
appo,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
cannot,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
branc,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
substant,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
termin,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
olis,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
uela,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
cond,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
virt,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ilton,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
magaz,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
asty,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
hybr,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
cules,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
rones,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
dynam,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ency,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
ented,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
insur,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
aints,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
aine,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
icip,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
Ļ,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
telec,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
âĢĻ,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
surpr,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
enab,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
veter,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
toget,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
circumst,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
wides,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
satell,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0
